1901,0.79280846,1000,0
1901.04167,0.742987101,1002.16673,0
1901.08333,0.693165742,1004.33347,0
1901.125,0.713821674,1006.5002,0
1901.16667,0.734477606,1008.66693,0
1901.20833,0.881394775,1010.83366,0
1901.25,1.02831194,1013.0004,0
1901.29167,1.18931934,1015.16713,0
1901.33333,1.35032673,1017.33386,0
1901.375,1.45714818,1019.50059,0
1901.41667,1.56396963,1021.66733,0
1901.45833,1.47861461,1023.83406,0
1901.5,1.39325959,1026.00079,0
1901.54167,1.40244357,1028.16752,0
1901.58333,1.41162755,1030.33426,0
1901.625,1.49994423,1032.50099,0
1901.66667,1.58826091,1034.66772,0
1901.70833,1.49861506,1036.83445,0
1901.75,1.40896921,1039.00119,0
1901.79167,1.29539687,1041.16792,0
1901.83333,1.18182453,1043.33465,0
1901.875,1.14402828,1045.50138,0
1901.91667,1.10623202,1047.66812,0
1901.95833,1.04473054,1049.83485,0
1902,0.983229057,1052.00158,0
1902.04167,1.02197777,1054.26829,0
1902.08333,1.06072648,1056.535,0
1902.125,1.02562714,1058.80171,0
1902.16667,0.990527803,1061.06842,0
1902.20833,1.08027292,1063.33513,0
1902.25,1.17001804,1065.60184,0
1902.29167,1.25701465,1067.86855,0
1902.33333,1.34401127,1070.13526,0
1902.375,1.35328177,1072.40197,0
1902.41667,1.36255228,1074.66868,0
1902.45833,1.39238519,1076.93539,0
1902.5,1.42221811,1079.2021,0
1902.54167,1.38019429,1081.46881,0
1902.58333,1.33817048,1083.73552,0
1902.625,1.4163506,1086.00223,0
1902.66667,1.49453073,1088.26894,0
1902.70833,1.56288892,1090.53565,0
1902.75,1.63124711,1092.80236,0
1902.79167,1.4919703,1095.06906,0
1902.83333,1.35269349,1097.33577,0
1902.875,1.18455197,1099.60248,0
1902.91667,1.01641045,1101.86919,0
1902.95833,1.06014197,1104.1359,0
1903,1.10387349,1106.40261,0
1903.04167,0.986737652,1108.76563,0
1903.08333,0.869601819,1111.12865,0
1903.125,0.994424842,1113.49167,0
1903.16667,1.11924786,1115.85469,0
1903.20833,1.08248363,1118.21771,0
1903.25,1.0457194,1120.58073,0
1903.29167,1.11504574,1122.94374,0
1903.33333,1.18437209,1125.30676,0
1903.375,1.3965681,1127.66978,0
1903.41667,1.60876412,1130.0328,0
1903.45833,1.6117447,1132.39582,0
1903.5,1.61472528,1134.75884,0
1903.54167,1.75754386,1137.12186,0
1903.58333,1.90036243,1139.48488,0
1903.625,1.75990625,1141.8479,0
1903.66667,1.61945007,1144.21091,0
1903.70833,1.5537901,1146.57393,0
1903.75,1.48813014,1148.93695,0
1903.79167,1.43284447,1151.29997,0
1903.83333,1.37755881,1153.66299,0
1903.875,1.23453089,1156.02601,0
1903.91667,1.09150296,1158.38903,0
1903.95833,1.12269348,1160.75205,0
1904,1.15388399,1163.11506,0
1904.04167,1.09355362,1165.57072,0
1904.08333,1.03322324,1168.02638,0
1904.125,1.11952364,1170.48205,0
1904.16667,1.20582403,1172.93771,0
1904.20833,1.26687322,1175.39337,0
1904.25,1.32792241,1177.84903,0
1904.29167,1.40047094,1180.30469,0
1904.33333,1.47301947,1182.76035,0
1904.375,1.50890412,1185.21601,0
1904.41667,1.54478876,1187.67167,0
1904.45833,1.73365468,1190.12733,0
1904.5,1.9225206,1192.58299,0
1904.54167,1.83973629,1195.03865,0
1904.58333,1.75695198,1197.49431,0
1904.625,1.6510947,1199.94997,0
1904.66667,1.54523742,1202.40563,0
1904.70833,1.55155078,1204.86129,0
1904.75,1.55786414,1207.31695,0
1904.79167,1.42829011,1209.77261,0
1904.83333,1.29871608,1212.22827,0
1904.875,1.27433151,1214.68393,0
1904.91667,1.24994695,1217.13959,0
1904.95833,1.23678935,1219.59525,0
1905,1.22363175,1222.05091,0
1905.04167,1.13805665,1224.59554,0
1905.08333,1.05248155,1227.14018,0
1905.125,1.09257451,1229.68481,0
1905.16667,1.13266747,1232.22944,0
1905.20833,1.16150577,1234.77408,0
1905.25,1.19034408,1237.31871,0
1905.29167,1.31954731,1239.86334,0
1905.33333,1.44875054,1242.40798,0
1905.375,1.60202544,1244.95261,0
1905.41667,1.75530033,1247.49724,0
1905.45833,1.72339002,1250.04188,0
1905.5,1.69147971,1252.58651,0
1905.54167,1.87732681,1255.13114,0
1905.58333,2.06317391,1257.67578,0
1905.625,1.8088852,1260.22041,0
1905.66667,1.55459648,1262.76505,0
1905.70833,1.56506983,1265.30968,0
1905.75,1.57554318,1267.85431,0
1905.79167,1.55067697,1270.39895,0
1905.83333,1.52581077,1272.94358,0
1905.875,1.46130177,1275.48821,0
1905.91667,1.39679278,1278.03285,0
1905.95833,1.38725937,1280.57748,0
1906,1.37772596,1283.12211,0
1906.04167,1.29638647,1285.75205,0
1906.08333,1.21504698,1288.38199,0
1906.125,1.17303862,1291.01193,0
1906.16667,1.13103026,1293.64187,0
1906.20833,1.23255655,1296.27181,0
1906.25,1.33408285,1298.90175,0
1906.29167,1.39613691,1301.53169,0
1906.33333,1.45819097,1304.16163,0
1906.375,1.60898893,1306.79157,0
1906.41667,1.75978689,1309.42151,0
1906.45833,1.85101196,1312.05145,0
1906.5,1.94223703,1314.68139,0
1906.54167,1.92486449,1317.31132,0
1906.58333,1.90749196,1319.94126,0
1906.625,1.99943434,1322.5712,0
1906.66667,2.09137672,1325.20114,0
1906.70833,1.92368835,1327.83108,0
1906.75,1.75599998,1330.46102,0
1906.79167,1.66070218,1333.09096,0
1906.83333,1.56540438,1335.7209,0
1906.875,1.46136547,1338.35084,0
1906.91667,1.35732656,1340.98078,0
1906.95833,1.37567895,1343.61072,0
1907,1.39403133,1346.24066,0
1907.04167,1.23581667,1348.95223,0
1907.08333,1.07760202,1351.66381,0
1907.125,1.29796246,1354.37539,0
1907.16667,1.51832291,1357.08696,0
1907.20833,1.50414008,1359.79854,0
1907.25,1.48995724,1362.51012,0
1907.29167,1.54624954,1365.22169,0
1907.33333,1.60254183,1367.93327,0
1907.375,1.70497945,1370.64485,0
1907.41667,1.80741706,1373.35643,0
1907.45833,1.73919815,1376.068,0
1907.5,1.67097924,1378.77958,0
1907.54167,1.78669697,1381.49116,0
1907.58333,1.9024147,1384.20273,0
1907.625,1.98099954,1386.91431,0
1907.66667,2.05958437,1389.62589,0
1907.70833,1.91096254,1392.33746,0
1907.75,1.7623407,1395.04904,0
1907.79167,1.5916455,1397.76062,0
1907.83333,1.42095029,1400.47219,0
1907.875,1.4740192,1403.18377,0
1907.91667,1.5270881,1405.89535,0
1907.95833,1.41027427,1408.60693,0
1908,1.29346043,1411.3185,0
1908.04167,1.21874016,1414.10805,0
1908.08333,1.14401988,1416.8976,0
1908.125,1.23153923,1419.68714,0
1908.16667,1.31905859,1422.47669,0
1908.20833,1.36416917,1425.26624,0
1908.25,1.40927975,1428.05578,0
1908.29167,1.51501602,1430.84533,0
1908.33333,1.6207523,1433.63488,0
1908.375,1.69256156,1436.42442,0
1908.41667,1.76437082,1439.21397,0
1908.45833,1.90170122,1442.00352,0
1908.5,2.03903162,1444.79306,0
1908.54167,2.02489526,1447.58261,0
1908.58333,2.0107589,1450.37216,0
